Data;Regiao;Vendedor;Secao;Vendas;Total com imposto
12/10/2012;Centro;Simone;Cine e Foto;1849,98;2219,98
14/10/2012;Nordeste;Carolina;Roupas e Acessórios;3022,42;3626,90
14/10/2012;Centro;Roberto;Cine e Foto;3823,98;4588,78
14/10/2012;Centro;Simone;Cama, Mesa e Banho;2355,53;2826,64
16/10/2012;Centro;João Carlos;Esporte e Lazer;4632,07;5558,48
17/10/2012;Centro;Carolina;Utilidades Domésticas;825,38;990,46
18/10/2012;Norte;Roberto;Roupas e Acessórios;1808,20;2169,84
18/10/2012;Sudeste;Ricardo;Roupas e Acessórios;4064,28;4877,14
19/10/2012;Centro;Roberto;Cama, Mesa e Banho;3482,28;4178,74
20/10/2012;Leste;Roberto;Eletrodomésticos;2505,28;3006,34
20/10/2012;Nordeste;Carolina;Móveis e Decoração;2090,92;2509,10
20/10/2012;Nordeste;Simone;Eletrodomésticos;3779,58;4535,50
22/10/2012;Nordeste;Ricardo;Casa e Construção;1627,78;1953,34
23/10/2012;Sudeste;João Carlos;Casa e Construção;2626,37;3151,64
23/10/2012;Sudeste;Carolina;Roupas e Acessórios;4552,80;5463,36
26/10/2012;Oeste;João Carlos;Móveis e Decoração;687,35;824,82
27/10/2012;Oeste;Carolina;Eletrodomésticos;4406,52;5287,82
27/10/2012;Oeste;João Carlos;Móveis e Decoração;2335,90;2803,08
30/10/2012;Leste;Carolina;Móveis e Decoração;4171,57;5005,88
30/10/2012;Sul;Ana Maria;Eletrodomésticos;2130,76;2556,91
31/10/2012;Sul;Carolina;Casa e Construção;3945,17;4734,20
31/10/2012;Nordeste;João Carlos;Cama, Mesa e Banho;4885,09;5862,11
31/10/2012;Sudeste;Adriana;Roupas e Acessórios;372,13;446,56
01/11/2012;Nordeste;Ana Maria;Esporte e Lazer;2634,63;3161,56
02/11/2012;Sul;Carolina;Eletrodomésticos;2695,82;3234,98
02/11/2012;Oeste;Carolina;Cine e Foto;1068,13;1281,76
02/11/2012;Sudeste;José Luiz;Cine e Foto;922,89;1107,47
03/11/2012;Oeste;Simone;Roupas e Acessórios;4567,65;5481,18
05/11/2012;Sudeste;Adriana;Eletrodomésticos;1157,29;1388,75
05/11/2012;Centro;Simone;Móveis e Decoração;4453,11;5343,73
06/11/2012;Nordeste;Ana Maria;Cama, Mesa e Banho;1231,59;1477,91
07/11/2012;Centro;José Luiz;Utilidades Domésticas;4466,03;5359,24
07/11/2012;Sul;Simone;Roupas e Acessórios;632,49;758,99
08/11/2012;Centro;João Carlos;Casa e Construção;3959,83;4751,80
09/11/2012;Sudeste;Carolina;Utilidades Domésticas;203,19;243,83
09/11/2012;Nordeste;Ana Maria;Esporte e Lazer;4188,85;5026,62
10/11/2012;Norte;Roberto;Eletrônicos;2925,83;3511,00
10/11/2012;Norte;Ricardo;Esporte e Lazer;2627,22;3152,66
10/11/2012;Sudeste;Ricardo;Esporte e Lazer;4746,05;5695,26
10/11/2012;Centro;Ricardo;Eletrodomésticos;4768,88;5722,66
12/11/2012;Sudeste;Simone;Roupas e Acessórios;2121,38;2545,66
15/11/2012;Sul;Ricardo;Cama, Mesa e Banho;3939,41;4727,29
15/11/2012;Centro;João Carlos;Roupas e Acessórios;1461,83;1754,20
15/11/2012;Nordeste;Ricardo;Roupas e Acessórios;610,53;732,64
15/11/2012;Leste;José Luiz;Eletrodomésticos;1073,96;1288,75
16/11/2012;Sul;Carolina;Eletrônicos;1629,63;1955,56
16/11/2012;Centro;Simone;Cine e Foto;3852,87;4623,44
17/11/2012;Norte;João Carlos;Eletrodomésticos;4853,87;5824,64
17/11/2012;Sudeste;Adriana;Casa e Construção;3532,74;4239,29
18/11/2012;Sudeste;Ana Maria;Cine e Foto;1250,31;1500,37
18/11/2012;Nordeste;João Carlos;Utilidades Domésticas;4871,46;5845,75
19/11/2012;Sul;Carolina;Utilidades Domésticas;1204,65;1445,58
19/11/2012;Norte;Carolina;Casa e Construção;1841,16;2209,39
19/11/2012;Sudeste;Ana Maria;Casa e Construção;2166,59;2599,91
22/11/2012;Nordeste;João Carlos;Eletrodomésticos;3619,59;4343,51
22/11/2012;Centro;João Carlos;Eletrônicos;3544,54;4253,45
23/11/2012;Sul;José Luiz;Eletrônicos;663,47;796,16
24/11/2012;Sul;Ricardo;Utilidades Domésticas;1562,32;1874,78
24/11/2012;Nordeste;Ana Maria;Cine e Foto;3853,79;4624,55
25/11/2012;Sul;João Carlos;Móveis e Decoração;1390,20;1668,24
27/11/2012;Centro;João Carlos;Utilidades Domésticas;2169,39;2603,27
27/11/2012;Sudeste;Carolina;Casa e Construção;1553,43;1864,12
29/11/2012;Norte;Ricardo;Esporte e Lazer;782,08;938,50
30/11/2012;Oeste;João Carlos;Cama, Mesa e Banho;4683,76;5620,51
30/11/2012;Nordeste;Ana Maria;Eletrodomésticos;640,33;768,40
30/11/2012;Oeste;Carolina;Cine e Foto;3847,90;4617,48
01/12/2012;Nordeste;Ricardo;Utilidades Domésticas;4704,83;5645,80
02/12/2012;Sul;Adriana;Cama, Mesa e Banho;3243,02;3891,62
02/12/2012;Norte;Ricardo;Utilidades Domésticas;4583,83;5500,60
04/12/2012;Nordeste;Roberto;Esporte e Lazer;616,54;739,85
05/12/2012;Centro;João Carlos;Casa e Construção;4006,26;4807,51
05/12/2012;Oeste;Ana Maria;Esporte e Lazer;1860,50;2232,60
06/12/2012;Sudeste;Ricardo;Roupas e Acessórios;1950,20;2340,24
06/12/2012;Centro;João Carlos;Esporte e Lazer;3512,03;4214,44
06/12/2012;Sudeste;João Carlos;Móveis e Decoração;2146,00;2575,20
06/12/2012;Nordeste;Ricardo;Móveis e Decoração;2967,96;3561,55
08/12/2012;Sul;Ana Maria;Roupas e Acessórios;1796,14;2155,37
09/12/2012;Sul;José Luiz;Casa e Construção;455,64;546,77
11/12/2012;Sudeste;João Carlos;Eletrônicos;620,24;744,29
13/12/2012;Nordeste;José Luiz;Utilidades Domésticas;3951,76;4742,11
15/12/2012;Oeste;Carolina;Esporte e Lazer;2219,66;2663,59
15/12/2012;Leste;José Luiz;Móveis e Decoração;488,64;586,37
15/12/2012;Leste;Adriana;Roupas e Acessórios;3572,21;4286,65
16/12/2012;Nordeste;Adriana;Roupas e Acessórios;1976,97;2372,36
17/12/2012;Centro;Carolina;Utilidades Domésticas;349,17;419,00
17/12/2012;Sudeste;Ricardo;Utilidades Domésticas;2511,18;3013,42
18/12/2012;Sudeste;Adriana;Eletrodomésticos;3787,29;4544,75
18/12/2012;Nordeste;Ricardo;Eletrônicos;947,43;1136,92
18/12/2012;Sul;Carolina;Cine e Foto;3786,81;4544,17
19/12/2012;Norte;Roberto;Esporte e Lazer;4993,76;5992,51
19/12/2012;Sudeste;Roberto;Cama, Mesa e Banho;1797,39;2156,87
20/12/2012;Nordeste;Carolina;Eletrodomésticos;4520,38;5424,46
21/12/2012;Centro;João Carlos;Eletrônicos;1600,91;1921,09
21/12/2012;Oeste;Ricardo;Roupas e Acessórios;4824,95;5789,94
21/12/2012;Sudeste;Ana Maria;Eletrodomésticos;2948,48;3538,18
21/12/2012;Oeste;Simone;Eletrodomésticos;4484,44;5381,33
22/12/2012;Sul;João Carlos;Cama, Mesa e Banho;4320,30;5184,36
22/12/2012;Oeste;João Carlos;Esporte e Lazer;2382,45;2858,94
23/12/2012;Sul;Ricardo;Eletrônicos;3672,69;4407,23
24/12/2012;Leste;João Carlos;Utilidades Domésticas;1472,99;1767,59
24/12/2012;Oeste;José Luiz;Eletrônicos;3102,22;3722,66
25/12/2012;Sudeste;José Luiz;Roupas e Acessórios;2551,61;3061,93
26/12/2012;Sudeste;Adriana;Cama, Mesa e Banho;2177,25;2612,70
26/12/2012;Leste;Ana Maria;Cine e Foto;4139,64;4967,57
27/12/2012;Centro;Carolina;Cine e Foto;1754,48;2105,38
27/12/2012;Nordeste;Ana Maria;Casa e Construção;4467,90;5361,48
27/12/2012;Norte;Ricardo;Casa e Construção;1633,15;1959,78
27/12/2012;Norte;Carolina;Móveis e Decoração;4719,99;5663,99
29/12/2012;Sudeste;Carolina;Casa e Construção;797,92;957,50
31/12/2012;Sudeste;Ricardo;Móveis e Decoração;3587,04;4304,45
31/12/2012;Sul;João Carlos;Utilidades Domésticas;1902,73;2283,28
31/12/2012;Sudeste;João Carlos;Casa e Construção;1979,38;2375,26
31/12/2012;Oeste;Ricardo;Eletrodomésticos;2793,50;3352,20
01/01/2013;Sudeste;Carolina;Móveis e Decoração;3856,93;4628,32
01/01/2013;Nordeste;Ana Maria;Casa e Construção;1511,34;1813,61
02/01/2013;Norte;José Luiz;Eletrodomésticos;1373,31;1647,97
06/01/2013;Centro;João Carlos;Cama, Mesa e Banho;4933,73;5920,48
06/01/2013;Sudeste;João Carlos;Roupas e Acessórios;1819,30;2183,16
07/01/2013;Sudeste;José Luiz;Móveis e Decoração;3771,39;4525,67
08/01/2013;Norte;Ana Maria;Esporte e Lazer;2618,03;3141,64
08/01/2013;Nordeste;Ana Maria;Eletrodomésticos;2489,56;2987,47
09/01/2013;Sudeste;Adriana;Móveis e Decoração;1986,20;2383,44
09/01/2013;Sul;Carolina;Cine e Foto;4708,44;5650,13
10/01/2013;Sudeste;Carolina;Eletrodomésticos;1989,91;2387,89
12/01/2013;Nordeste;Carolina;Eletrônicos;2927,08;3512,50
12/01/2013;Sul;Ricardo;Roupas e Acessórios;3706,90;4448,28
13/01/2013;Norte;Ana Maria;Cama, Mesa e Banho;1579,08;1894,90
13/01/2013;Nordeste;Ana Maria;Eletrodomésticos;2537,90;3045,48
13/01/2013;Leste;Roberto;Cama, Mesa e Banho;1682,69;2019,23
14/01/2013;Nordeste;Carolina;Roupas e Acessórios;3067,08;3680,50
14/01/2013;Sul;João Carlos;Esporte e Lazer;3576,58;4291,90
16/01/2013;Sul;Adriana;Roupas e Acessórios;242,22;290,66
16/01/2013;Nordeste;Ricardo;Cama, Mesa e Banho;2192,30;2630,76
17/01/2013;Leste;Ricardo;Cine e Foto;1139,67;1367,60
18/01/2013;Sudeste;José Luiz;Eletrônicos;1904,57;2285,48
18/01/2013;Centro;Carolina;Móveis e Decoração;1302,67;1563,20
21/01/2013;Sul;Ana Maria;Utilidades Domésticas;4363,67;5236,40
21/01/2013;Nordeste;João Carlos;Eletrônicos;4437,99;5325,59
21/01/2013;Sudeste;Carolina;Eletrodomésticos;2469,32;2963,18
21/01/2013;Nordeste;João Carlos;Cama, Mesa e Banho;4369,27;5243,12
21/01/2013;Nordeste;José Luiz;Roupas e Acessórios;1336,45;1603,74
22/01/2013;Sul;Ana Maria;Utilidades Domésticas;3832,28;4598,74
22/01/2013;Centro;Carolina;Móveis e Decoração;4853,39;5824,07
23/01/2013;Nordeste;Adriana;Cama, Mesa e Banho;1501,83;1802,20
26/01/2013;Sul;Simone;Casa e Construção;2131,37;2557,64
27/01/2013;Oeste;Carolina;Roupas e Acessórios;2459,06;2950,87
29/01/2013;Sul;Roberto;Casa e Construção;1620,12;1944,14
30/01/2013;Sudeste;Ana Maria;Móveis e Decoração;1854,25;2225,10
30/01/2013;Oeste;Ricardo;Eletrônicos;4917,73;5901,28
01/02/2013;Norte;Ricardo;Eletrônicos;3650,87;4381,04
01/02/2013;Oeste;Ricardo;Eletrônicos;3703,95;4444,74
01/02/2013;Sul;Ricardo;Utilidades Domésticas;4638,97;5566,76
03/02/2013;Sudeste;Simone;Cine e Foto;1241,80;1490,16
05/02/2013;Norte;João Carlos;Esporte e Lazer;2790,42;3348,50
06/02/2013;Centro;Adriana;Cine e Foto;2298,61;2758,33
06/02/2013;Sul;Ana Maria;Esporte e Lazer;1389,45;1667,34
08/02/2013;Sul;João Carlos;Móveis e Decoração;3004,08;3604,90
08/02/2013;Sul;Ana Maria;Eletrônicos;995,55;1194,66
09/02/2013;Nordeste;Ana Maria;Utilidades Domésticas;1657,84;1989,41
09/02/2013;Oeste;Ricardo;Roupas e Acessórios;4089,60;4907,52
11/02/2013;Nordeste;Adriana;Móveis e Decoração;4559,64;5471,57
12/02/2013;Oeste;Adriana;Móveis e Decoração;1754,37;2105,24
13/02/2013;Sudeste;João Carlos;Esporte e Lazer;1503,13;1803,76
13/02/2013;Sudeste;João Carlos;Casa e Construção;1598,58;1918,30
13/02/2013;Nordeste;Carolina;Esporte e Lazer;3402,64;4083,17
14/02/2013;Nordeste;José Luiz;Cine e Foto;4090,00;4908,00
14/02/2013;Sudeste;José Luiz;Roupas e Acessórios;2858,30;3429,96
15/02/2013;Sudeste;Simone;Eletrônicos;919,33;1103,20
16/02/2013;Leste;Roberto;Cine e Foto;4644,17;5573,00
18/02/2013;Norte;João Carlos;Esporte e Lazer;2596,18;3115,42
19/02/2013;Oeste;Adriana;Cine e Foto;438,34;526,01
19/02/2013;Nordeste;Ricardo;Móveis e Decoração;2223,01;2667,61
19/02/2013;Centro;João Carlos;Eletrônicos;3057,71;3669,25
21/02/2013;Norte;João Carlos;Roupas e Acessórios;2272,61;2727,13
22/02/2013;Leste;Roberto;Utilidades Domésticas;642,36;770,83
22/02/2013;Centro;Ana Maria;Eletrônicos;2411,37;2893,64
23/02/2013;Nordeste;João Carlos;Cama, Mesa e Banho;398,43;478,12
24/02/2013;Norte;João Carlos;Cine e Foto;3970,12;4764,14
25/02/2013;Centro;Ricardo;Cama, Mesa e Banho;1384,34;1661,21
25/02/2013;Sul;João Carlos;Móveis e Decoração;2844,48;3413,38
27/02/2013;Sudeste;Carolina;Eletrodomésticos;3192,37;3830,84
27/02/2013;Centro;João Carlos;Eletrônicos;529,35;635,22
27/02/2013;Sudeste;João Carlos;Utilidades Domésticas;1785,15;2142,18
28/02/2013;Nordeste;Adriana;Eletrodomésticos;1540,73;1848,88
28/02/2013;Leste;Carolina;Utilidades Domésticas;1300,50;1560,60
01/03/2013;Nordeste;Roberto;Eletrônicos;1000,99;1201,19
01/03/2013;Sudeste;João Carlos;Roupas e Acessórios;1569,44;1883,33
01/03/2013;Sul;Adriana;Cama, Mesa e Banho;3461,42;4153,70
01/03/2013;Centro;Ana Maria;Casa e Construção;2400,97;2881,16
02/03/2013;Sul;Carolina;Eletrodomésticos;4123,99;4948,79
03/03/2013;Sul;Simone;Esporte e Lazer;3463,13;4155,76
03/03/2013;Leste;Roberto;Esporte e Lazer;2388,21;2865,85
04/03/2013;Nordeste;João Carlos;Casa e Construção;4129,78;4955,74
05/03/2013;Centro;Adriana;Utilidades Domésticas;1935,67;2322,80
05/03/2013;Centro;João Carlos;Esporte e Lazer;1053,45;1264,14
05/03/2013;Sudeste;Ana Maria;Utilidades Domésticas;4408,91;5290,69
05/03/2013;Oeste;Ana Maria;Casa e Construção;1403,26;1683,91
06/03/2013;Leste;Adriana;Esporte e Lazer;730,31;876,37
06/03/2013;Centro;Simone;Cine e Foto;1327,42;1592,90
06/03/2013;Sul;Ricardo;Casa e Construção;4340,78;5208,94
06/03/2013;Centro;Carolina;Esporte e Lazer;1351,20;1621,44
06/03/2013;Leste;José Luiz;Esporte e Lazer;3818,55;4582,26
08/03/2013;Oeste;Carolina;Cine e Foto;2361,82;2834,18
08/03/2013;Leste;João Carlos;Eletrônicos;3529,91;4235,89
09/03/2013;Sul;José Luiz;Casa e Construção;3983,98;4780,78
09/03/2013;Centro;Ricardo;Utilidades Domésticas;1488,27;1785,92
09/03/2013;Sudeste;Ricardo;Eletrodomésticos;544,78;653,74
10/03/2013;Centro;Carolina;Móveis e Decoração;1454,22;1745,06
12/03/2013;Sudeste;Roberto;Móveis e Decoração;2289,76;2747,71
12/03/2013;Sudeste;Simone;Cama, Mesa e Banho;1991,42;2389,70
12/03/2013;Nordeste;Roberto;Cama, Mesa e Banho;3825,30;4590,36
12/03/2013;Leste;Carolina;Utilidades Domésticas;3949,07;4738,88
12/03/2013;Nordeste;Ana Maria;Utilidades Domésticas;4093,65;4912,38
13/03/2013;Oeste;José Luiz;Esporte e Lazer;2763,18;3315,82
13/03/2013;Nordeste;Ana Maria;Casa e Construção;1140,54;1368,65
14/03/2013;Nordeste;Carolina;Utilidades Domésticas;3569,65;4283,58
15/03/2013;Leste;Carolina;Cine e Foto;1980,32;2376,38
17/03/2013;Oeste;Carolina;Cama, Mesa e Banho;4465,89;5359,07
17/03/2013;Leste;Adriana;Móveis e Decoração;3390,33;4068,40
18/03/2013;Oeste;José Luiz;Utilidades Domésticas;2987,23;3584,68
18/03/2013;Nordeste;Roberto;Cama, Mesa e Banho;4958,23;5949,88
18/03/2013;Sudeste;Ricardo;Móveis e Decoração;3527,11;4232,53
18/03/2013;Centro;Carolina;Roupas e Acessórios;782,09;938,51
20/03/2013;Leste;João Carlos;Casa e Construção;3125,43;3750,52
20/03/2013;Nordeste;Carolina;Cama, Mesa e Banho;2313,67;2776,40
20/03/2013;Sul;Ana Maria;Esporte e Lazer;965,20;1158,24
20/03/2013;Leste;Ana Maria;Eletrônicos;453,42;544,10
20/03/2013;Oeste;João Carlos;Eletrônicos;2262,50;2715,00
21/03/2013;Leste;Ana Maria;Móveis e Decoração;1524,02;1828,82
21/03/2013;Sul;Roberto;Roupas e Acessórios;886,51;1063,81
22/03/2013;Leste;Ana Maria;Eletrodomésticos;3726,60;4471,92
22/03/2013;Norte;Ricardo;Eletrodomésticos;551,47;661,76
23/03/2013;Sudeste;Ana Maria;Cama, Mesa e Banho;1235,22;1482,26
24/03/2013;Sul;Ana Maria;Esporte e Lazer;404,22;485,06
25/03/2013;Sudeste;José Luiz;Roupas e Acessórios;2846,26;3415,51
25/03/2013;Centro;Ricardo;Eletrônicos;3618,03;4341,64
26/03/2013;Norte;Adriana;Utilidades Domésticas;4677,70;5613,24
27/03/2013;Sudeste;José Luiz;Utilidades Domésticas;4742,43;5690,92
28/03/2013;Sudeste;Ana Maria;Eletrodomésticos;3990,10;4788,12
29/03/2013;Centro;Simone;Eletrodomésticos;1714,12;2056,94
30/03/2013;Nordeste;Ricardo;Cama, Mesa e Banho;3200,11;3840,13
30/03/2013;Sudeste;João Carlos;Cine e Foto;1311,36;1573,63
31/03/2013;Nordeste;Carolina;Casa e Construção;3778,14;4533,77
31/03/2013;Oeste;João Carlos;Esporte e Lazer;2677,40;3212,88
02/04/2013;Leste;João Carlos;Eletrônicos;1186,79;1424,15
03/04/2013;Oeste;Ricardo;Cama, Mesa e Banho;269,27;323,12
03/04/2013;Sudeste;Adriana;Cama, Mesa e Banho;576,74;692,09
05/04/2013;Oeste;Ana Maria;Roupas e Acessórios;3358,46;4030,15
05/04/2013;Norte;Carolina;Utilidades Domésticas;1358,72;1630,46
06/04/2013;Sudeste;Ana Maria;Cine e Foto;4649,75;5579,70
06/04/2013;Sudeste;Ricardo;Esporte e Lazer;4120,75;4944,90
08/04/2013;Sudeste;Ricardo;Móveis e Decoração;3469,77;4163,72
09/04/2013;Sul;Adriana;Roupas e Acessórios;2364,34;2837,21
09/04/2013;Centro;Simone;Roupas e Acessórios;3127,70;3753,24
10/04/2013;Sudeste;José Luiz;Móveis e Decoração;4057,10;4868,52
10/04/2013;Nordeste;João Carlos;Cama, Mesa e Banho;2624,51;3149,41
11/04/2013;Sudeste;Simone;Utilidades Domésticas;4929,46;5915,35
11/04/2013;Norte;Ricardo;Eletrônicos;4344,34;5213,21
11/04/2013;Sul;Roberto;Cama, Mesa e Banho;4907,47;5888,96
12/04/2013;Centro;João Carlos;Esporte e Lazer;2188,70;2626,44
12/04/2013;Sul;Ana Maria;Casa e Construção;1188,78;1426,54
12/04/2013;Norte;Ana Maria;Cine e Foto;2704,20;3245,04
12/04/2013;Leste;João Carlos;Roupas e Acessórios;1506,41;1807,69
12/04/2013;Norte;Carolina;Cama, Mesa e Banho;4577,03;5492,44
12/04/2013;Sudeste;Ana Maria;Eletrodomésticos;4756,44;5707,73
13/04/2013;Sul;Adriana;Cama, Mesa e Banho;3511,06;4213,27
14/04/2013;Norte;Ana Maria;Cama, Mesa e Banho;3154,29;3785,15
15/04/2013;Nordeste;Ricardo;Cama, Mesa e Banho;4551,89;5462,27
15/04/2013;Oeste;Ana Maria;Casa e Construção;945,04;1134,05
16/04/2013;Oeste;Adriana;Roupas e Acessórios;1908,82;2290,58
17/04/2013;Norte;João Carlos;Eletrônicos;229,51;275,41
17/04/2013;Nordeste;Ana Maria;Esporte e Lazer;1397,74;1677,29
18/04/2013;Nordeste;Adriana;Móveis e Decoração;1037,55;1245,06
18/04/2013;Leste;Carolina;Eletrodomésticos;4953,42;5944,10
19/04/2013;Nordeste;Carolina;Eletrônicos;1927,70;2313,24
19/04/2013;Centro;José Luiz;Utilidades Domésticas;4332,10;5198,52
20/04/2013;Nordeste;Carolina;Casa e Construção;2760,57;3312,68
20/04/2013;Nordeste;Ricardo;Eletrônicos;4448,25;5337,90
21/04/2013;Sudeste;Carolina;Cine e Foto;2040,17;2448,20
22/04/2013;Sudeste;Carolina;Utilidades Domésticas;1667,99;2001,59
22/04/2013;Leste;Carolina;Cama, Mesa e Banho;768,53;922,24
22/04/2013;Leste;Roberto;Eletrônicos;3261,12;3913,34
23/04/2013;Sudeste;Carolina;Eletrodomésticos;4726,81;5672,17
23/04/2013;Nordeste;Adriana;Casa e Construção;2397,27;2876,72
23/04/2013;Sudeste;Simone;Cama, Mesa e Banho;4476,76;5372,11
24/04/2013;Sudeste;Carolina;Roupas e Acessórios;1975,85;2371,02
25/04/2013;Leste;Carolina;Cama, Mesa e Banho;1762,27;2114,72
25/04/2013;Sul;Roberto;Cama, Mesa e Banho;3252,69;3903,23
25/04/2013;Centro;José Luiz;Casa e Construção;3748,03;4497,64
26/04/2013;Sudeste;José Luiz;Eletrodomésticos;1778,62;2134,34
28/04/2013;Sul;João Carlos;Esporte e Lazer;1817,65;2181,18
28/04/2013;Nordeste;Carolina;Cama, Mesa e Banho;3615,02;4338,02
28/04/2013;Centro;Carolina;Cine e Foto;3708,59;4450,31
29/04/2013;Sudeste;Carolina;Cine e Foto;3182,97;3819,56
30/04/2013;Sudeste;Adriana;Utilidades Domésticas;1914,42;2297,30
30/04/2013;Sudeste;Ana Maria;Eletrodomésticos;4918,79;5902,55
30/04/2013;Sudeste;João Carlos;Casa e Construção;2854,29;3425,15
30/04/2013;Sul;Adriana;Cama, Mesa e Banho;3892,05;4670,46
01/05/2013;Nordeste;Carolina;Eletrodomésticos;4704,27;5645,12
01/05/2013;Nordeste;Ricardo;Eletrônicos;1728,35;2074,02
01/05/2013;Sudeste;José Luiz;Roupas e Acessórios;4162,81;4995,37
02/05/2013;Sudeste;João Carlos;Roupas e Acessórios;2422,32;2906,78
03/05/2013;Sudeste;João Carlos;Roupas e Acessórios;2850,03;3420,04
04/05/2013;Norte;Carolina;Utilidades Domésticas;503,41;604,09
04/05/2013;Nordeste;Carolina;Utilidades Domésticas;3417,07;4100,48
04/05/2013;Centro;Ana Maria;Móveis e Decoração;3207,49;3848,99
04/05/2013;Centro;Carolina;Utilidades Domésticas;3380,07;4056,08
05/05/2013;Norte;Roberto;Utilidades Domésticas;1199,19;1439,03
05/05/2013;Oeste;Adriana;Utilidades Domésticas;807,19;968,63
05/05/2013;Centro;João Carlos;Eletrônicos;2549,98;3059,98
06/05/2013;Sul;Adriana;Eletrônicos;4826,20;5791,44
06/05/2013;Sudeste;Carolina;Esporte e Lazer;711,66;853,99
06/05/2013;Sul;Ricardo;Roupas e Acessórios;608,84;730,61
06/05/2013;Sudeste;João Carlos;Casa e Construção;2924,86;3509,83
07/05/2013;Sul;João Carlos;Roupas e Acessórios;1333,99;1600,79
07/05/2013;Centro;Carolina;Utilidades Domésticas;4141,03;4969,24
07/05/2013;Leste;Carolina;Utilidades Domésticas;3745,34;4494,41
08/05/2013;Nordeste;Ricardo;Cama, Mesa e Banho;1794,76;2153,71
08/05/2013;Leste;José Luiz;Cine e Foto;550,43;660,52
10/05/2013;Sul;Ricardo;Cama, Mesa e Banho;1832,15;2198,58
10/05/2013;Norte;Ricardo;Eletrônicos;2234,30;2681,16
11/05/2013;Sudeste;João Carlos;Casa e Construção;4371,09;5245,31
12/05/2013;Nordeste;Ricardo;Cine e Foto;2861,78;3434,14
13/05/2013;Sudeste;João Carlos;Utilidades Domésticas;566,97;680,36
14/05/2013;Centro;José Luiz;Eletrônicos;2767,64;3321,17
14/05/2013;Centro;Ricardo;Casa e Construção;2514,83;3017,80
15/05/2013;Sul;Adriana;Móveis e Decoração;529,65;635,58
15/05/2013;Centro;Ana Maria;Cine e Foto;855,30;1026,36
15/05/2013;Centro;Carolina;Cama, Mesa e Banho;3538,91;4246,69
17/05/2013;Norte;José Luiz;Esporte e Lazer;1930,17;2316,20
18/05/2013;Leste;Ricardo;Cine e Foto;2765,24;3318,29
18/05/2013;Nordeste;Carolina;Casa e Construção;1072,35;1286,82
18/05/2013;Nordeste;Carolina;Roupas e Acessórios;1434,99;1721,99
18/05/2013;Oeste;Ana Maria;Eletrodomésticos;3959,83;4751,80
18/05/2013;Sul;João Carlos;Eletrônicos;3439,41;4127,29
19/05/2013;Centro;Carolina;Casa e Construção;3854,78;4625,74
19/05/2013;Sul;Ana Maria;Eletrodomésticos;3852,77;4623,32
19/05/2013;Sul;Carolina;Cine e Foto;4428,47;5314,16
19/05/2013;Sul;João Carlos;Cama, Mesa e Banho;4135,47;4962,56
20/05/2013;Leste;João Carlos;Esporte e Lazer;1492,10;1790,52
20/05/2013;Centro;José Luiz;Móveis e Decoração;2503,11;3003,73
21/05/2013;Leste;Ricardo;Eletrodomésticos;4995,29;5994,35
21/05/2013;Sul;João Carlos;Cama, Mesa e Banho;2708,99;3250,79
22/05/2013;Leste;José Luiz;Eletrônicos;4701,00;5641,20
24/05/2013;Sudeste;Ana Maria;Esporte e Lazer;310,77;372,92
27/05/2013;Norte;Adriana;Eletrodomésticos;892,54;1071,05
27/05/2013;Sudeste;José Luiz;Roupas e Acessórios;304,19;365,03
29/05/2013;Sudeste;José Luiz;Esporte e Lazer;2417,03;2900,44
29/05/2013;Leste;Ana Maria;Cine e Foto;4757,74;5709,29
29/05/2013;Oeste;João Carlos;Casa e Construção;1954,79;2345,75
01/06/2013;Norte;José Luiz;Eletrodomésticos;2268,84;2722,61
01/06/2013;Sudeste;Carolina;Esporte e Lazer;1158,42;1390,10
01/06/2013;Leste;João Carlos;Eletrodomésticos;368,14;441,77
02/06/2013;Sul;Roberto;Cine e Foto;1784,33;2141,20
03/06/2013;Nordeste;João Carlos;Cama, Mesa e Banho;3247,26;3896,71
03/06/2013;Nordeste;José Luiz;Móveis e Decoração;3364,84;4037,81
03/06/2013;Sudeste;Ana Maria;Eletrodomésticos;4717,35;5660,82
04/06/2013;Sudeste;Carolina;Eletrônicos;3630,21;4356,25
04/06/2013;Sudeste;Adriana;Eletrônicos;4765,44;5718,53
04/06/2013;Norte;Ana Maria;Eletrônicos;3839,72;4607,66
04/06/2013;Oeste;Roberto;Cine e Foto;3489,16;4186,99
04/06/2013;Centro;Ana Maria;Casa e Construção;2676,73;3212,08
06/06/2013;Nordeste;Carolina;Eletrodomésticos;3340,32;4008,38
07/06/2013;Sudeste;Carolina;Esporte e Lazer;2346,95;2816,34
08/06/2013;Sudeste;Ana Maria;Casa e Construção;253,91;304,69
08/06/2013;Sul;Adriana;Casa e Construção;3383,87;4060,64
09/06/2013;Centro;João Carlos;Cine e Foto;3453,70;4144,44
10/06/2013;Sul;Simone;Casa e Construção;3788,01;4545,61
10/06/2013;Sudeste;Carolina;Utilidades Domésticas;3469,30;4163,16
10/06/2013;Sul;Adriana;Eletrodomésticos;510,23;612,28
11/06/2013;Centro;Carolina;Casa e Construção;2110,33;2532,40
11/06/2013;Centro;Ricardo;Eletrodomésticos;1514,32;1817,18
11/06/2013;Nordeste;Ana Maria;Esporte e Lazer;209,24;251,09
11/06/2013;Sul;Carolina;Casa e Construção;4278,13;5133,76
